"","domain","phylum","class","order","family","genus","otu"
"OTU_503","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_503"
"OTU_529","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_529"
"OTU_984","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","OTU_984"
"OTU_333","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_333"
"OTU_1087","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1087"
"OTU_317","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_317"
"OTU_747","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","OTU_747"
"OTU_820","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma","OTU_820"
"OTU_1248","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1248"
"OTU_1174","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1174"
"OTU_1709","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1709"
"OTU_843","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_843"
"OTU_1026","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1026"
"OTU_1582","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1582"
"OTU_539","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_539"
"OTU_532","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_532"
"OTU_141","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_141"
"OTU_1700","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1700"
"OTU_798","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_798"
"OTU_249","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_249"
"OTU_1728","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1728"
"OTU_1442","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1442"
"OTU_1619","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1619"
"OTU_720","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_720"
"OTU_1261","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1261"
"OTU_673","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_673"
"OTU_773","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_773"
"OTU_858","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_858"
"OTU_1734","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_1734"
"OTU_979","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_979"
"OTU_346","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_346"
"OTU_468","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_468"
"OTU_1224","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1224"
"OTU_827","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_827"
"OTU_1851","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","OTU_1851"
"OTU_1072","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1072"
"OTU_728","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_728"
"OTU_1678","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_1678"
"OTU_787","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_787"
"OTU_1405","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1405"
"OTU_1082","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1082"
"OTU_1417","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1417"
"OTU_1006","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1006"
"OTU_1797","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_1797"
"OTU_1911","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1911"
"OTU_1759","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","OTU_1759"
"OTU_1947","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1947"
"OTU_1565","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1565"
"OTU_1858","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","unclassified_Peptococcaceae_1","OTU_1858"
"OTU_1368","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1368"
"OTU_1075","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_1075"
"OTU_1045","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1045"
"OTU_1088","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1088"
"OTU_1311","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1311"
"OTU_1731","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1731"
"OTU_1490","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1490"
"OTU_398","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_398"
"OTU_1746","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1746"
"OTU_1677","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1677"
"OTU_1255","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Anaerorhabdus","OTU_1255"
"OTU_1328","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Peptococcus","OTU_1328"
"OTU_1065","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1065"
"OTU_1917","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1917"
"OTU_679","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","OTU_679"
"OTU_582","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_582"
"OTU_1194","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1194"
"OTU_1931","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1931"
"OTU_476","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_476"
"OTU_948","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_948"
"OTU_1309","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1309"
"OTU_893","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_893"
"OTU_537","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_537"
"OTU_1040","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1040"
"OTU_1950","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1950"
"OTU_1230","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1230"
"OTU_1739","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1739"
"OTU_1014","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1014"
"OTU_1064","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1064"
"OTU_48","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_48"
"OTU_1622","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1622"
"OTU_1808","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1808"
"OTU_1666","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1666"
"OTU_1306","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV","OTU_1306"
"OTU_1512","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1512"
"OTU_1647","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","OTU_1647"
"OTU_1499","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","OTU_1499"
"OTU_1780","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1780"
"OTU_913","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Olsenella","OTU_913"
"OTU_1561","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","OTU_1561"
"OTU_1741","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1741"
"OTU_1869","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1869"
"OTU_450","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_450"
"OTU_1777","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1777"
"OTU_1875","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1875"
"OTU_65","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_65"
"OTU_1258","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1258"
"OTU_1818","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Sporobacter","OTU_1818"
"OTU_973","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_973"
"OTU_664","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_664"
"OTU_1597","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","OTU_1597"
"OTU_437","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","unclassified_Clostridiales_Incertae_Sedis_XIII","OTU_437"
"OTU_860","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_860"
"OTU_1024","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1024"
"OTU_1310","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1310"
"OTU_563","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","OTU_563"
"OTU_571","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_571"
"OTU_1754","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1754"
"OTU_915","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_915"
"OTU_288","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_288"
"OTU_559","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_559"
"OTU_357","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_357"
"OTU_474","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_474"
"OTU_1862","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1862"
"OTU_1596","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1596"
"OTU_962","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_962"
"OTU_1599","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","unclassified_Coriobacteriaceae","OTU_1599"
"OTU_1017","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1017"
"OTU_623","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_623"
"OTU_920","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_920"
"OTU_1353","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","OTU_1353"
"OTU_1080","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1080"
